,N,k1,k2,theta,intercept,coefs,accuracy,auroc,aupr,process_time,wall_time,size_G,size_H,avg_G,avg_H,avg_R_G,avg_R_H
42,1000,5.0,5.0,0.2,0.0,10.41932818999672,0.4410382178622522,0.39264289879110803,0.39353886688834444,0.03387465599999473,0.033875226974487305,2892.0,3258.0,5.784,6.516,10.986,11.1
43,1000,5.0,5.0,0.30000000000000004,0.0,8.066033271108925,0.4284373533552323,0.3686348671993548,0.3822098014075952,0.03228906600000414,0.03228950500488281,2892.0,3258.0,5.784,6.516,10.312,10.512
44,1000,5.0,5.0,0.4,0.0,6.694403256768123,0.413550135501355,0.33465640885449194,0.3699658992648669,0.03415339299999687,0.034154415130615234,2892.0,3258.0,5.784,6.516,9.668,10.012
45,1000,5.0,5.0,0.5,0.0,5.217776706440133,0.3893979057591623,0.30625956405083443,0.3631837998621855,0.03127239599999143,0.03127288818359375,2892.0,3258.0,5.784,6.516,8.952,9.46
46,1000,5.0,5.0,0.6000000000000001,0.0,4.5558314840548615,0.34328358208955223,0.24809027300154976,0.32295555620799293,0.03233795099998815,0.032338619232177734,2892.0,3258.0,5.784,6.516,8.46,8.798
47,1000,5.0,5.0,0.7000000000000001,0.0,3.6654677082027387,0.3576407506702413,0.2276011577397259,0.32063428440721276,0.03265030100000388,0.03265094757080078,2892.0,3258.0,5.784,6.516,7.782,8.248
48,1000,5.0,5.0,0.8,0.0,3.009193136228061,0.3057982525814138,0.17886296268146235,0.31121152003403574,0.030664637000000994,0.03066539764404297,2892.0,3258.0,5.784,6.516,7.122,7.696
49,1000,5.0,5.0,0.9,0.0,2.399317740793388,0.2691176470588235,0.11403315209716142,0.26753769187380283,0.0641989569999879,0.06419944763183594,2892.0,3258.0,5.784,6.516,6.56,7.1
50,1000,10.0,5.0,,,,,,,,,,,,,,
51,1000,10.0,5.0,0.1,0.0,10.012215085897328,0.4837451235370611,0.4441631671238503,0.5548943447790866,0.043357825999990496,0.04335904121398926,4566.0,3117.0,9.132,6.234,14.778,14.43
52,1000,10.0,5.0,0.2,0.0,10.874492440901925,0.47019867549668876,0.40411939624811144,0.5299689404696986,0.041239328000003184,0.04123997688293457,4566.0,3117.0,9.132,6.234,14.128,13.62
